Unique ID,Sample Number,Year,Street,Cross Street,"City,State",Full Address,Initials,Notes,Lead,Barium,Manganese,Zinc,Chromium,Arsenic,Copper,Mercury,Nickel,Selenium,Silver,Antimony,Cadimum,Iron
10-2016,10,2016,Lorrain,13th ,"Austin, TX","Lorrain,13th ,Austin, TX",WW,"Also, See Nutrient Results ",50,109,,,,24,, , ,,,, ,
11-2016,11,2016,Taeback,Church Canyon,"Austin, TX","Taeback,Church Canyon,Austin, TX",LM,"Also, See Nutrient Results ", ,117,,,,7,, , ,,,, ,
12-2016,12,2016,Johnny Morris,Loyola,"Austin, TX","Johnny Morris,Loyola,Austin, TX",LKS,"Also, See Nutrient Results ", ,288,,,,9,, , ,,,, ,
13-2016,13,2016,Fence Post,El Salido,"Austin, TX","Fence Post,El Salido,Austin, TX",JLD,"Also, See Nutrient Results ", , ,,,,7,, , ,,,, ,
14-2016,14,2016,Terrace Drive,Newning,"Austin, TX","Terrace Drive,Newning,Austin, TX",NN,"Also, See Nutrient Results ",36, ,,,, ,, ,305,,,, ,
15-2016,15,2016,Patton Ranch Rd.,Vega,"Austin, TX","Patton Ranch Rd.,Vega,Austin, TX",DMT,"Also, See Nutrient Results ",31,141,,,, ,, , ,,,, ,
16-2016,16,2016,Pen,Vega Ave,"Austin, TX","Pen,Vega Ave,Austin, TX",DMT,"Also, See Nutrient Results ",10, ,,,, ,, , ,,,, ,
17-2016,17,2016,Rundburg,Teasdale,"Austin, TX","Rundburg,Teasdale,Austin, TX",GGG - C,"Also, See Nutrient Results ", , ,,,,7,, , ,,,, ,
18-2016,18,2016,Rundburg,Teasdale,"Austin, TX","Rundburg,Teasdale,Austin, TX",GGG   ,"Also, See Nutrient Results ", , ,,,, ,, , ,,,, ,
19-2016,19,2016,West Pointer,Pointer,"Austin, TX","West Pointer,Pointer,Austin, TX",HH,"Also, See Nutrient Results ", , ,,,, ,, , ,,,, ,
20-2016,20,2016,West Pointer,Pointer,"Austin, TX","West Pointer,Pointer,Austin, TX",DB,"Also, See Nutrient Results ", ,159,,,, ,, , ,,,, ,
21-2016,21,2016,Big Trail Cove,Wind River,"Austin, TX","Big Trail Cove,Wind River,Austin, TX",KS,"Also, See Nutrient Results ", ,229,,,,8,, , ,,,, ,
22-2016,22,2016,MLK,Clifford,"Austin, TX","MLK,Clifford,Austin, TX",JR,"Also, See Nutrient Results ", , ,,,, ,, , ,,,, ,
23-2016,23,2016,MLK,Clifford,"Austin, TX","MLK,Clifford,Austin, TX",CP,"Also, See Nutrient Results ", , ,,,, ,, , ,,,, ,
24-2016,24,2016,MLK,Clifford,"Austin, TX","MLK,Clifford,Austin, TX",LP,"Also, See Nutrient Results ", ,119,,,, ,, ,392,,,, ,
25-2016,25,2016,MLK,Clifford,"Austin, TX","MLK,Clifford,Austin, TX",S32,"Also, See Nutrient Results ", ,249,,,, ,, ,866,,,, ,
26-2016,26,2016,MLK,Clifford,"Austin, TX","MLK,Clifford,Austin, TX",P4,"Also, See Nutrient Results ", , ,,,, ,, ,174,,,, ,
27-2016,27,2016,MLK,Clifford,"Austin, TX","MLK,Clifford,Austin, TX",LH,"Also, See Nutrient Results ", , ,,,, ,, , ,,,, ,
28-2016,28,2016,Santa Maria,Pedernales,"Austin, TX","Santa Maria,Pedernales,Austin, TX",SNB,"Also, See Nutrient Results ",113,155,,,, ,, , ,,,, ,
501-2016,501,2016,Oak Hollow Circle,Quail Valley Blvd.,"Austin, TX","Oak Hollow Circle,Quail Valley Blvd.,Austin, TX",JK,"Also, See Nutrient Results ",17,140,,,,,,,,,,,,
502-2016,502,2016,Palma Plaza,Marshall Lane,"Austin, TX","Palma Plaza,Marshall Lane,Austin, TX",JEK,"Also, See Nutrient Results ",210,160,,,,,,,,,,,,
503-2016,503,2016,Sunbright,FM 2001,"Austin, TX","Sunbright,FM 2001,Austin, TX",DS,"Also, See Nutrient Results ",,,,,,,,,,,,,,
505-2016,505,2016,Sunbright,FM 2001,"Austin, TX","Sunbright,FM 2001,Austin, TX",DS,,14,,,,,,,,,,,,,
506-2016,506,2016,Kenwood Avenue,Mariposa,"Austin, TX","Kenwood Avenue,Mariposa,Austin, TX",JG,"Also, See Nutrient Results ",22,130,,,,,,,,,,,,
507-2016,507,2016,Kenwood Avenue,Mariposa,"Austin, TX","Kenwood Avenue,Mariposa,Austin, TX",,,29,140,,,,,,,,,,,,
508-2016,508,2016,Kenwood Avenue,Mariposa,"Austin, TX","Kenwood Avenue,Mariposa,Austin, TX",,,25,230,,,,,,,,,,,,
509.428571428571-2016,509,2016,Bloomsbury,Downing,"Austin, TX","Bloomsbury,Downing,Austin, TX",SL,"Also, See Nutrient Results ",18,,,,,,,,,,,,,
510-2016,510,2016,Jean Drive,Grady,"Austin, TX","Jean Drive,Grady,Austin, TX",MKK,,14,,,,,,,,,,,,,
510.642857142857-2016,511,2016,Jean Drive,Grady,"Austin, TX","Jean Drive,Grady,Austin, TX",MKK,"Also, See Nutrient Results ",21,,,,,,,,,,,,,
511.857142857143-2016,512,2016,Jean Drive,Grady,"Austin, TX","Jean Drive,Grady,Austin, TX",MKK,,73,,,,,,,,,,,,,
513.071428571429-2016,513,2016,Brodie Lane,Elijah street,"Austin, TX","Brodie Lane,Elijah street,Austin, TX",EB,"Also, See Nutrient Results ",29,,,,,,,,,,,,,
514.285714285714-2016,514,2016,Peregrine Falcon,Purple Heron,"Austin, TX","Peregrine Falcon,Purple Heron,Austin, TX",JC,"Also, See Nutrient Results ",15,,,,,,,,,,,,,
515-2016,515,2016,Pinnacle ,Peregrine Falcon,"Austin, TX","Pinnacle ,Peregrine Falcon,Austin, TX",GC,"Also, See Nutrient Results ",,,,,,,,,,,,,,
515.5-2016,516,2016,Atlanta Street,Veteran's Drive,"Austin, TX","Atlanta Street,Veteran's Drive,Austin, TX",JC,"Also, See Nutrient Results ",25,150,,,,,,,,,,,,
516.714285714286-2016,517,2016,Adam Chapel,E. 3rd St.,"Austin, TX","Adam Chapel,E. 3rd St.,Austin, TX",DYE,"Also, See Nutrient Results ",30,,,,,,,,,,,,,
517.928571428571-2016,518,2016,Adam Chapel,E. 3rd St.,"Austin, TX","Adam Chapel,E. 3rd St.,Austin, TX",DYE,,30,,,,,,,,,,,,,
519.142857142857-2016,519,2016,Vallecito Cove,Vallecito Drive,"Austin, TX","Vallecito Cove,Vallecito Drive,Austin, TX",CP,"Also, See Nutrient Results ",,,,,,,,,,,,,,
520.357142857143-2016,520,2016,Gonzalez,Springdale,"Austin, TX","Gonzalez,Springdale,Austin, TX",RB,"Also, See Nutrient Results ",110,,,,,,,,,,,,,
521-2016,521,2016,Gonzalez,Springdale,"Austin, TX","Gonzalez,Springdale,Austin, TX",RB,,70,,,,,,,,,,,,,
521.571428571429-2016,522,2016,Gonzalez,Springdale,"Austin, TX","Gonzalez,Springdale,Austin, TX",RB,,32,,,,,,,,,,,,,
522.785714285714-2016,523,2016,Gonzalez,Springdale,"Austin, TX","Gonzalez,Springdale,Austin, TX",RB,,110,,,,,,,,,,,,,
524-2016,524,2016,Northridge,Belfast,"Austin, TX","Northridge,Belfast,Austin, TX",MP,"Also, See Nutrient Results ",23,,,,,,,,,,,,,
525.214285714286-2016,525,2016,9th,Chicon,"Austin, TX","9th,Chicon,Austin, TX",SN,"Also, See Nutrient Results ",48,170,,,,,,,,,,,,
526.428571428571-2016,526,2016,Westview,Lucas,"Austin, TX","Westview,Lucas,Austin, TX",LB,"Also, See Nutrient Results ",19,,,,,,,,,,,,,
527-2016,527,2016,Westview,Beverly Hills,"Austin, TX","Westview,Beverly Hills,Austin, TX",FF,"Also, See Nutrient Results ",97,,,,,18,,,,,,,,
527.642857142857-2016,528,2016,Westgate,Stassney,"Austin, TX","Westgate,Stassney,Austin, TX",LC,"Also, See Nutrient Results ",,,,,,,,,,,,,,
528.857142857143-2016,529,2016,Blue Bluff,FM 969,"Austin, TX","Blue Bluff,FM 969,Austin, TX",DHG,"Also, See Nutrient Results ",,100,,,,,,,,,,,,
530.071428571429-2016,530,2016,Old Sayers,Deep Sands ,"Austin, TX","Old Sayers,Deep Sands ,Austin, TX",SPG,,,,,,,,,,,,,,,
531.285714285714-2016,531,2016,Barley Field Pass,Dusty Chisolm Trail,"Austin, TX","Barley Field Pass,Dusty Chisolm Trail,Austin, TX",NI,"Also, See Nutrient Results ",13,,,,,,,,,,,,,
532-2016,532,2016,Flynn Circle,Bargamin,"Austin, TX","Flynn Circle,Bargamin,Austin, TX",PV,"Also, See Nutrient Results ",13,,,,,,,,,,,,,
532.5-2016,533,2016,West Oak,Slamar,"Austin, TX","West Oak,Slamar,Austin, TX",PAT,"Also, See Nutrient Results ",22,,,,,,,,,,,,,
533.714285714286-2016,534,2016,Westgate,Stassney,"Austin, TX","Westgate,Stassney,Austin, TX",GCD,"Also, See Nutrient Results ",13,,,,,,,,,,,,,
534.928571428571-2016,535,2016,Clydesdale ,Harpers Ferry,"Austin, TX","Clydesdale ,Harpers Ferry,Austin, TX",DMM,"Also, See Nutrient Results ",,,,,,25,,,,,,,,
536.142857142857-2016,536,2016,Gunnison Pass,Purple Sage,"Austin, TX","Gunnison Pass,Purple Sage,Austin, TX",MH,"Also, See Nutrient Results ",13,,,,,,,,,,,,,
537.357142857143-2016,537,2016,Lakeshore,Lady Bird Lake,"Austin, TX","Lakeshore,Lady Bird Lake,Austin, TX",DH,"Also, See Nutrient Results ",38,120,,,,,,,,,,,,
538-2016,538,2016,CR 470,CR 619,"Austin, TX","CR 470,CR 619,Austin, TX",NRD,"Also, See Nutrient Results ",15,,,,,,,,,,,,,
538.571428571429-2016,539,2016,CR 470,CR 619 (Pond Sample),"Austin, TX","CR 470,CR 619 (Pond Sample),Austin, TX",NRD,,,,,,,,,,,,,,,
539.785714285714-2016,540,2016,CR 470,CR 619 (Black Mud Sample),"Austin, TX","CR 470,CR 619 (Black Mud Sample),Austin, TX",NRD,,15,,,,,,,,,,,,,
541-2016,541,2016,Elk,Springdale,"Austin, TX","Elk,Springdale,Austin, TX",TR,,56,,,,,,,,,,,,,
542.214285714286-2016,542,2016,Elk,Springdale,"Austin, TX","Elk,Springdale,Austin, TX",TR,"Also, See Nutrient Results ",21,,,,,,,,,,,,,
543.428571428571-2016,543,2016,Alf,Springdale (BACK Yard),"Austin, TX","Alf,Springdale (BACK Yard),Austin, TX",MLM,"Also, See Nutrient Results ",48,,,,,,,,,,,,,
544-2016,544,2016,Alf,Springdale (FRONT Yard),"Austin, TX","Alf,Springdale (FRONT Yard),Austin, TX",MLM,"Also, See Nutrient Results ",34,,,,,,,,,,,,,
544.642857142857-2016,545,2016,Bullard,West Shoal,"Austin, TX","Bullard,West Shoal,Austin, TX",ME,"Also, See Nutrient Results ",18,,,,,,,,,,,,,
545.857142857143-2016,546,2016,Chisholm Lane,Slaughter-Garden,"Austin, TX","Chisholm Lane,Slaughter-Garden,Austin, TX",GS,"Also, See Nutrient Results ",14,,,,,,,,,,,,,
547.071428571429-2016,547,2016,Chisholm Lane,Slaughter-West Side,"Austin, TX","Chisholm Lane,Slaughter-West Side,Austin, TX",GS,,180,,,,,,,,,,,,,
548.285714285714-2016,548,2016,Chisholm Lane,Slaughter - Front Side,"Austin, TX","Chisholm Lane,Slaughter - Front Side,Austin, TX",GS,,15,,,,,,,,,,,,,
549-2016,549,2016,Slaughter Lane,Texas Oaks,"Austin, TX","Slaughter Lane,Texas Oaks,Austin, TX",DD,"Also, See Nutrient Results ",,,,,,,,,,,,,,
549.5-2016,550,2016,Silo Valley Dr.,Long Day Dr.,"Austin, TX","Silo Valley Dr.,Long Day Dr.,Austin, TX",CSD,"Also, See Nutrient Results ",,,,,,,,,,,,,,
552-2016,552,2016,Montopolis,Hwy 71,"Austin, TX","Montopolis,Hwy 71,Austin, TX",WIC,"Also, See Nutrient Results ",,,,,,,,,,,,,,
553-2016,553,2016,Montopolis,Hwy 71,"Austin, TX","Montopolis,Hwy 71,Austin, TX",WIC,,,,,,,,,,,,,,,
554-2016,554,2016,Blacklock Drive,Limerick Avenue,"Austin, TX","Blacklock Drive,Limerick Avenue,Austin, TX",MEAC,"Also, See Nutrient Results ",15,,,,,,,,,,,,,
555-2016,555,2016,Aster Pass,El Salido,"Austin, TX","Aster Pass,El Salido,Austin, TX",SEC,"Also, See Nutrient Results ",,,,,,,,,,,,,,
560-2016,560,2016,Speedway ,43rd,"Austin, TX","Speedway ,43rd,Austin, TX",SD,"Also, See Nutrient Results ",140,,,,,,,,,,,,,
561-2016,561,2016,Old Sayer ,VFW Road,"Austin, TX","Old Sayer ,VFW Road,Austin, TX",SPG, ,,,,,,,,,,,,,,
562-2016,562,2016,Old Sayer ,VFW Road,"Austin, TX","Old Sayer ,VFW Road,Austin, TX",SPG, ,,,,,,,,,,,,,,
563-2016,563,2016,Old Sayer ,VFW Road,"Austin, TX","Old Sayer ,VFW Road,Austin, TX",SPG, ,,300,,,,,,,,,,,,
564-2016,564,2016,East IH-35,Airport,"Austin, TX","East IH-35,Airport,Austin, TX",JM,"Also, See Nutrient Results ",42,,,,,,,,,,,,,
565-2016,565,2016,Blue Bluff,FM 969,"Austin, TX","Blue Bluff,FM 969,Austin, TX",DFP,, ,126,,,, ,, ,42,,,, ,
566-2016,566,2016,Blue Bluff,FM 969,"Austin, TX","Blue Bluff,FM 969,Austin, TX",DKG,, ,189,,,, ,, , ,,,, ,
567-2016,567,2016,Blue Bluff,FM 969,"Austin, TX","Blue Bluff,FM 969,Austin, TX",DSB,, ,264,,,,6,, , ,,,, ,
568-2016,568,2016,Blue Bluff,FM 969,"Austin, TX","Blue Bluff,FM 969,Austin, TX",DGH,,12,193,,,, ,, , ,,,, ,
569-2016,569,2016,Blue Bluff,FM 969,"Austin, TX","Blue Bluff,FM 969,Austin, TX",DPA,, ,289,,,, ,, , ,,,, ,
570-2016,570,2016,Blue Bluff,FM 969,"Austin, TX","Blue Bluff,FM 969,Austin, TX",DPB,, , ,,,, ,, , ,,,, ,
574-2016,574,2016,FM 969,Blue B luff Lane,"Austin, TX","FM 969,Blue B luff Lane,Austin, TX",RFF,"Also, See Nutrient Results ", ,96,,,, ,, , ,,,, ,
575-2016,575,2016,Lauralan,Claxton,"Austin, TX","Lauralan,Claxton,Austin, TX",TG,"Also, See Nutrient Results ", , ,,,, ,, , ,,,, ,
576-2016,576,2016,EM Franklin,MLK,"Austin, TX","EM Franklin,MLK,Austin, TX",LK,"Also, See Nutrient Results ", , ,,,, ,, , ,,,, ,
577-2016,577,2016,Robin Road,FM 713,"Austin, TX","Robin Road,FM 713,Austin, TX",JS,"Also, See Nutrient Results ", , ,,,,9,, , ,,,, ,
578-2016,578,2016,Blue Ridge,Winding River Trail,"Austin, TX","Blue Ridge,Winding River Trail,Austin, TX",IFC,"Also, See Nutrient Results ", ,119,,,, ,, , ,,,, ,
579-2016,579,2016,Friar Tuck,Long Bow,"Austin, TX","Friar Tuck,Long Bow,Austin, TX",CLC ,"Also, See Nutrient Results ",19, ,,,,12,, ,175,,,, ,
580-2016,580,2016,Hot Springs,Rotan,"Austin, TX","Hot Springs,Rotan,Austin, TX",PGL,"Also, See Nutrient Results ", , ,,,, ,, , ,,,, ,
581-2016,581,2016,William Cannon,Westgate,"Austin, TX","William Cannon,Westgate,Austin, TX",MH,"Also, See Nutrient Results ", , ,,,,20,, , ,,,, ,
582-2016,582,2016,William Cannon,Westgate,"Austin, TX","William Cannon,Westgate,Austin, TX",MH,, , ,,,,16,, , ,,,, ,
583-2016,583,2016,Towbridge Circle,Winslow Court,"Austin, TX","Towbridge Circle,Winslow Court,Austin, TX",JR,"Also, See Nutrient Results ", ,289,,,, ,, , ,,,, ,
584-2016,584,2016,Catalpa Street,Waller Street,"Austin, TX","Catalpa Street,Waller Street,Austin, TX",GM,"Also, See Nutrient Results ",22,247,,,, ,, , ,,,, ,
585-2016,585,2016,Bandera,Springdale,"Austin, TX","Bandera,Springdale,Austin, TX",ELY,"Also, See Nutrient Results ",9,394,,,, ,, , ,,,, ,
586-2016,586,2016,Isabelle,Rufus,"Austin, TX","Isabelle,Rufus,Austin, TX",MEG,"Also, See Nutrient Results ",9, ,,,,8,, , ,,,, ,
587-2016,587,2016,Hero Drive,Travis Green,"Austin, TX","Hero Drive,Travis Green,Austin, TX",LLD,"Also, See Nutrient Results ", ,225,,,, ,, , ,,,, ,
588-2016,588,2016,Hero Drive,Travis Green,"Austin, TX","Hero Drive,Travis Green,Austin, TX",LLD,, , ,,,, ,, , ,,,, ,
589-2016,589,2016,West Oak Loop,West Oak Drive,"Austin, TX","West Oak Loop,West Oak Drive,Austin, TX",RDS,"Also, See Nutrient Results ", , ,,,, ,, , ,,,, ,
590-2016,590,2016,Waller,Flores,"Austin, TX","Waller,Flores,Austin, TX",DRD,"Also, See Nutrient Results ", ,98,,,, ,, , ,,,, ,
591-2016,591,2016,Academy,Sunny,"Austin, TX","Academy,Sunny,Austin, TX",DRD,"Also, See Nutrient Results ",12, ,,,, ,, ,48,,,, ,
592-2016,592,2016,Mearns Meadow Blvd,Rutland Drive,"Austin, TX","Mearns Meadow Blvd,Rutland Drive,Austin, TX",LC,"Also, See Nutrient Results ", , ,,,, ,, , ,,,, ,
593-2016,593,2016,Rutland Drive,Parkfield Drive,"Austin, TX","Rutland Drive,Parkfield Drive,Austin, TX",LC,"Also, See Nutrient Results ",30,262,,,,13,, , ,,,, ,
594-2016,594,2016,Stonebridge Drive,Rutland Drive,"Austin, TX","Stonebridge Drive,Rutland Drive,Austin, TX",LC,"Also, See Nutrient Results ", ,245,,,, ,, , ,,,, ,
595-2016,595,2016,Foster Ln,Shoal Creek Blvd,"Austin, TX","Foster Ln,Shoal Creek Blvd,Austin, TX",KLS,"Also, See Nutrient Results ",29,147,,,, ,, , ,,,, ,
596-2016,596,2016,Bluebonnet,Hether,"Austin, TX","Bluebonnet,Hether,Austin, TX",MCF,"Also, See Nutrient Results ", , ,,,,6,, , ,,,, ,
597-2016,597,2016,Bluebonnet,Heather,"Austin, TX","Bluebonnet,Heather,Austin, TX",MCG,, , ,,,, ,, , ,,,, ,
598-2016,598,2016,Speer Lane,Emerald Forest,"Austin, TX","Speer Lane,Emerald Forest,Austin, TX",JLE,"Also, See Nutrient Results ", , ,,,, ,, , ,,,, ,
599-2016,599,2016,Speer Lane,Emerald Forest,"Austin, TX","Speer Lane,Emerald Forest,Austin, TX",JWE,"Also, See Nutrient Results ",13,215,,,, ,, , ,,,, ,
600-2016,600,2016,Hillcrest,Samuel Huston,"Austin, TX","Hillcrest,Samuel Huston,Austin, TX",ST,"Also, See Nutrient Results ", , ,,,, ,, , ,,,, ,
601-2016,601,2016,Belfry Pass,Briarcreek Loop,"Austin, TX","Belfry Pass,Briarcreek Loop,Austin, TX",PW,"Also, See Nutrient Results ", ,200,,,,11,, , ,,,, ,
602-2016,602,2016,Madison Ave,Woodrow Ave,"Austin, TX","Madison Ave,Woodrow Ave,Austin, TX",JR,"Also, See Nutrient Results ",19, ,,,,11,, , ,,,, ,
603-2016,603,2016,Poplar,Maple,"Austin, TX","Poplar,Maple,Austin, TX",RS,"Also, See Nutrient Results ", , ,,,, ,, , ,,,, ,
604-2016,604,2016,Donovan Circle,Zeller Lane,"Austin, TX","Donovan Circle,Zeller Lane,Austin, TX",KH,"Also, See Nutrient Results ", ,264,,,, ,, , ,,,, ,
605-2016,605,2016,Wandering Way,Brushy View,"Austin, TX","Wandering Way,Brushy View,Austin, TX",JBS,"Also, See Nutrient Results ", , ,,,, ,, , ,,,, ,
606-2016,606,2016,Burnet ,North Loop,"Austin, TX","Burnet ,North Loop,Austin, TX",JK,"Also, See Nutrient Results ", , ,,,, ,, , ,,,, ,
607-2016,607,2016,Navasota,14th St.,"Austin, TX","Navasota,14th St.,Austin, TX",JRV,"Also, See Nutrient Results ",400,187,,,, ,, , ,,,, ,
608-2016,608,2016,FM 1854,CR 174,"Austin, TX","FM 1854,CR 174,Austin, TX",RLW,"Also, See Nutrient Results ", ,169,,,, ,, , ,,,, ,
609-2016,609,2016,I-35,Airport Blvd,"Austin, TX","I-35,Airport Blvd,Austin, TX",HVA,"Also, See Nutrient Results ",28,220,,,, ,, , ,,,, ,
610-2016,610,2016,Sharpes,Debba,"Austin, TX","Sharpes,Debba,Austin, TX",CJD,"Also, See Nutrient Results ", , ,,,,8,, , ,,,, ,
611-2016,611,2016,Alexandria Dr.,Horton,"Austin, TX","Alexandria Dr.,Horton,Austin, TX",RCP,"Also, See Nutrient Results ", ,149,,,,7,, , ,,,, ,
612-2016,612,2016,Indian Mound Dr,N Lamar,"Austin, TX","Indian Mound Dr,N Lamar,Austin, TX",EC,"Also, See Nutrient Results ", , ,,,, ,, , ,,,, ,
613-2016,613,2016,Indian Mound Dr,N Lamar,"Austin, TX","Indian Mound Dr,N Lamar,Austin, TX",EC, , , ,,,,8,, , ,,,, ,
614-2016,614,2016,Calaveras Dr.,Terra Verde,"Austin, TX","Calaveras Dr.,Terra Verde,Austin, TX",LH,"Also, See Nutrient Results ", , ,,,,7,, , ,,,, ,
615-2016,615,2016,Manor Rd.,Rogge,"Austin, TX","Manor Rd.,Rogge,Austin, TX",EF,"Also, See Nutrient Results ", , ,,,, ,, , ,,,, ,
616-2016,616,2016,Elder Hill Rd.,FM 150,"Austin, TX","Elder Hill Rd.,FM 150,Austin, TX",SG,"Also, See Nutrient Results ", , ,,,,11,, , ,,,, ,
617-2016,617,2016,Shavano Dr.,Wolftrap,"Austin, TX","Shavano Dr.,Wolftrap,Austin, TX",SG,"Also, See Nutrient Results ", , ,,,,9,, , ,,,, ,
618-2016,618,2016,E. 9th St.,Lincoln,"Austin, TX","E. 9th St.,Lincoln,Austin, TX",JA,"Also, See Nutrient Results ",54,305,,,, ,, , ,,,, ,
619-2016,619,2016,Bath,Copperfield,"Austin, TX","Bath,Copperfield,Austin, TX",JHL,"Also, See Nutrient Results ", ,196,,,, ,, , ,,,, ,
620-2016,620,2016,Sentinel Hill,Coach House,"Austin, TX","Sentinel Hill,Coach House,Austin, TX",DKH,"Also, See Nutrient Results ", , ,,,, ,, , ,,,, ,
621-2016,621,2016,Sentinel Hill,Coach House,"Austin, TX","Sentinel Hill,Coach House,Austin, TX",DKH, ,15,297,,,,13,, , ,,,, ,
622-2016,622,2016,Willow,Chicon,"Austin, TX","Willow,Chicon,Austin, TX",KM,"Also, See Nutrient Results ",40,154,,,, ,, , ,,,, ,
623-2016,623,2016,Waller,Clermont,"Austin, TX","Waller,Clermont,Austin, TX",KM,"Also, See Nutrient Results ",20, ,,,, ,, , ,,,, ,
624-2016,624,2016,Waller,Clermont,"Austin, TX","Waller,Clermont,Austin, TX",KM, ,24, ,,,, ,, , ,,,, ,
625-2016,625,2016,Barton Hills,Farnswood Circle,"Austin, TX","Barton Hills,Farnswood Circle,Austin, TX",JB,"Also, See Nutrient Results ", , ,,,,10,, , ,,,, ,
626-2016,626,2016,Barton Hills,Farnswood Circle,"Austin, TX","Barton Hills,Farnswood Circle,Austin, TX",JB, , , ,,,, ,, , ,,,, ,
627-2016,627,2016,Drake,Lockhart,"Austin, TX","Drake,Lockhart,Austin, TX",GG,"Also, See Nutrient Results ",678,125,,,,33,, , ,,,, ,
628-2016,628,2016,Drake,Park,"Austin, TX","Drake,Park,Austin, TX",DK,"Also, See Nutrient Results ",199, ,,,, ,, , ,,,, ,
629-2016,629,2016,Pinehurst,LaCosta,"Austin, TX","Pinehurst,LaCosta,Austin, TX",SK,"Also, See Nutrient Results ", , ,,,, ,, , ,,,, ,
630-2016,630,2016,Waller,Flores,"Austin, TX","Waller,Flores,Austin, TX",AC,"Also, See Nutrient Results ", , ,,,, ,, , ,,,, ,
631-2016,631,2016,Clara,Willow,"Austin, TX","Clara,Willow,Austin, TX",RC,"Also, See Nutrient Results ",23, ,,,, ,, , ,,,, ,
632-2016,632,2016,Waller,Clermont,"Austin, TX","Waller,Clermont,Austin, TX",NS, , ,158,,,, ,, , ,,,, ,
633-2016,633,2016,Piney Ridge,Laurel Ln,"Austin, TX","Piney Ridge,Laurel Ln,Austin, TX",GC,"Also, See Nutrient Results ", , ,,,, ,, , ,,,, ,
634-2016,634,2016,Platt Ln,FM 973,"Austin, TX","Platt Ln,FM 973,Austin, TX",AYRW,, ,325,,,,9,, , ,,,, ,
635-2016,635,2016,Platt Ln,FM 973,"Austin, TX","Platt Ln,FM 973,Austin, TX",AYRW,,9,238,,,, ,, , ,,,, ,
636-2016,636,2016,Platt Ln,FM 973,"Austin, TX","Platt Ln,FM 973,Austin, TX",AYRW,,33,201,,,, ,, , ,,,, ,
637-2016,637,2016,Platt Ln,FM 973,"Austin, TX","Platt Ln,FM 973,Austin, TX",AYRW,, ,241,,,, ,, , ,,,, ,
638-2016,638,2016,Platt Ln,FM 973,"Austin, TX","Platt Ln,FM 973,Austin, TX",AYRW,, ,157,,,, ,, , ,,,, ,
639-2016,639,2016,Platt Ln,FM 973,"Austin, TX","Platt Ln,FM 973,Austin, TX",AYRW,,10, ,,,, ,, , ,,,, ,
640-2016,640,2016,Langston,Burnell,"Austin, TX","Langston,Burnell,Austin, TX",MC,"Also, See Nutrient Results ", , ,,,,11,, , ,,,, ,
641-2016,641,2016,Farnswood Circle,Barton Hills Drive,"Austin, TX","Farnswood Circle,Barton Hills Drive,Austin, TX",MLB,"Also, See Nutrient Results ", , ,,,, ,, , ,,,, ,
642-2016,642,2016,Ponca Drive,Thrasher Lane,"Austin, TX","Ponca Drive,Thrasher Lane,Austin, TX",LJ,"Also, See Nutrient Results ",14,238,,,, ,, , ,,,, ,
643-2016,643,2016,Ponca Drive,Thrasher Lane,"Austin, TX","Ponca Drive,Thrasher Lane,Austin, TX",LJ,"Also, See Nutrient Results ", ,202,,,,9,, , ,,,, ,
644-2016,644,2016,Ponca Drive,Thrasher Lane,"Austin, TX","Ponca Drive,Thrasher Lane,Austin, TX",LJ, , , ,,,, ,, , ,,,, ,
645-2016,645,2016,Berkeley,Cockburn,"Austin, TX","Berkeley,Cockburn,Austin, TX",ARW,"Also, See Nutrient Results ", , ,,,,7,, , ,,,, ,
646-2016,646,2016,George Bush,290,"Austin, TX","George Bush,290,Austin, TX",TM,"Also, See Nutrient Results ", , ,,,, ,, , ,,,, ,
647-2016,647,2016,Pheasant Rock,Margit,"Austin, TX","Pheasant Rock,Margit,Austin, TX",AK,"Also, See Nutrient Results ", , ,,,, ,, , ,,,, ,
648-2016,648,2016,Pheasant Rock,Margit,"Austin, TX","Pheasant Rock,Margit,Austin, TX",AK, , , ,,,, ,, , ,,,, ,
649-2016,649,2016,Dinah,Yvette,"Austin, TX","Dinah,Yvette,Austin, TX",JL , , ,308,,,, ,, , ,,,, ,
650-2016,650,2016,Dinah,Yvette,"Austin, TX","Dinah,Yvette,Austin, TX",VL,"Also, See Nutrient Results ", ,465,,,,14,, ,57,,,, ,
651-2016,651,2016,Peach Lane,Rose Road,"Austin, TX","Peach Lane,Rose Road,Austin, TX",CN,"Also, See Nutrient Results ", , ,,,,6,, , ,,,, ,
652-2016,652,2016,East 30th,Dancy,"Austin, TX","East 30th,Dancy,Austin, TX",PH,"Also, See Nutrient Results ",18,122,,,, ,, , ,,,, ,
653-2016,653,2016,Hellinger,HWY 95,"Austin, TX","Hellinger,HWY 95,Austin, TX",CSY,"Also, See Nutrient Results ", ,105,,,,7,, , ,,,, ,
654-2016,654,2016,FM 1626,Bluebonnet,"Austin, TX","FM 1626,Bluebonnet,Austin, TX",SS,"Also, See Nutrient Results ", , ,,,, ,, , ,,,, ,
655-2016,655,2016,Shadowood,Teakwood,"Austin, TX","Shadowood,Teakwood,Austin, TX",JA,"Also, See Nutrient Results ",21, ,,,, ,, , ,,,, ,
